,Title,Year,Age,Rotten Tomatoes,Netflix,Amazon,emmy_nomination,emmy_win,oscar_nomination,oscar_win,Type,IMDb,Genres
3490,The Magic School Bus Rides Again: The Frizz Connection,2020,,36/100,1,0,0,0,0,0,movie,5.0,"['Animation', 'Short', 'Adventure', 'Comedy', 'Family', 'Musical']"
3491,5Gang: A Different Kind of Christmas,2019,,36/100,1,0,0,0,0,0,,,['nan']
3492,Natalie Palamides: Nate - A One Man Show,2020,,36/100,1,0,0,0,0,0,movie,6.6,['Comedy']
3493,Fabrizio Copano: solo pienso en mí,2017,,36/100,1,0,0,0,0,0,movie,5.0,['Comedy']
3494,Sommore: The Reign Continues,2015,18+,36/100,1,0,0,0,0,0,movie,7.0,['Comedy']
3495,Daniel Sosa: Sosafado,2017,18+,36/100,1,0,0,0,0,0,movie,5.4,['Comedy']
3496,Khoon Khoon,1973,,36/100,1,0,0,0,0,0,movie,5.2,"['Crime', 'Mystery', 'Thriller']"
3497,Wives on Strike: The Revolution,2019,,36/100,1,0,0,0,0,0,movie,5.6,"['Comedy', 'Drama']"
3498,It's Her Day,2016,,36/100,1,0,0,0,0,0,movie,6.2,['Comedy']
3499,Chhota Bheem Aur Ganesh in The Amazing Odyssey,2012,,36/100,1,0,0,0,0,0,movie,6.5,['Animation']
3500,Brother's Shadow,2006,,36/100,1,0,0,0,0,0,movie,6.0,['Drama']
3501,Saverio Raimondo: Il Satiro Parlante,2019,13+,36/100,1,0,0,0,0,0,movie,5.8,['Comedy']
3502,History of Joy,2017,,36/100,1,0,0,0,0,0,movie,5.1,['Drama']
3503,"Hello, Privilege. It's Me, Chelsea",2019,,36/100,1,0,0,0,0,0,tv movie,4.4,['Documentary']
3504,Into the Wind,2018,,36/100,1,0,0,0,0,0,episode,,['Sport']
3505,Super Monsters and the Wish Star,2018,,36/100,1,0,0,0,0,0,movie,5.4,"['Animation', 'Short', 'Comedy', 'Family', 'Fantasy']"
3506,Lagos Real Fake Life,2018,,36/100,1,0,0,0,0,0,movie,,['Comedy']
3507,Rise: Ini Kalilah,2018,,36/100,1,0,0,0,0,0,movie,5.0,['Drama']
3508,Finding Hubby,2020,,36/100,1,0,0,0,0,0,movie,4.8,"['Comedy', 'Drama', 'Romance']"
3509,Elf Pets: Santas Reindeer Rescue,2020,,36/100,1,0,0,0,0,0,movie,5.2,"['Short', 'Family']"
3510,Imperfect,2012,,36/100,1,0,0,0,0,0,movie,5.0,"['Action', 'Crime']"
3511,Fernando Sanjiao: Hombre,2018,,36/100,1,0,0,0,0,0,movie,6.3,['Comedy']
3512,Pagpag: Nine Lives,2013,16+,35/100,1,0,0,0,0,0,movie,5.4,['Horror']
3513,Super Monsters: Santa's Super Monster Helpers,2020,,35/100,1,0,0,0,0,0,episode,5.0,"['Animation', 'Adventure', 'Comedy', 'Family', 'Horror', 'Musical']"
3514,Miniforce: New Heroes Rise,2016,,35/100,1,0,0,0,0,0,movie,4.9,"['Animation', 'Action', 'Adventure']"
3515,Chhota Bheem In Dholakpur to Kathmandu,2012,all,35/100,1,0,0,0,0,0,,,['nan']
3516,The Bling Lagosians,2019,,35/100,1,0,0,0,0,0,movie,6.4,['Drama']
3517,Thug Life,2017,,35/100,1,0,0,0,0,0,movie,5.7,['Comedy']
3518,In Paradox,2019,,35/100,1,0,0,0,0,0,movie,5.2,"['Mystery', 'Thriller']"
3519,Gollu Aur Pappu,2014,all,35/100,1,0,0,0,0,0,movie,3.7,['Comedy']
3520,Harith Iskander: I Told You So,2018,,35/100,1,0,0,0,0,0,movie,4.7,['Comedy']
3521,Dieter Nuhr: Nuhr in Berlin,2016,,35/100,1,0,0,0,0,0,movie,4.8,['Comedy']
3522,Table Manners,2018,,35/100,1,0,0,0,0,0,movie,5.0,"['Comedy', 'Drama']"
3523,Puppy Star Christmas,2018,7+,35/100,1,0,0,0,0,0,movie,4.0,"['Comedy', 'Family', 'Musical']"
3524,Go Buster!,2018,,35/100,1,0,0,0,0,0,tv series,4.2,"['Animation', 'Family', 'Musical']"
3525,Santa Banta Pvt Ltd,2016,,35/100,1,0,0,0,0,0,movie,2.7,"['Comedy', 'Crime', 'Drama']"
3526,Habibi Na'eman,2009,,35/100,1,0,0,0,0,0,,,['nan']
3527,Yeh Hai Bakrapur,2015,,35/100,1,0,0,0,0,0,movie,3.7,"['Comedy', 'Drama']"
3528,Hunter in the Blue Side of Manchester,2020,,35/100,1,0,0,0,0,0,movie,6.0,"['Biography', 'Drama']"
3529,Mighty Express: A Mighty Christmas,2020,,35/100,1,0,0,0,0,0,movie,5.2,"['Animation', 'Family']"
3530,Bandie,1978,,35/100,1,0,0,0,0,0,movie,4.4,"['Action', 'Drama', 'Romance']"
3531,Francesco De Carlo: Cose di Questo Mondo,2019,,35/100,1,0,0,0,0,0,movie,6.4,['Comedy']
3532,Super Monsters Back to School,2019,,35/100,1,0,0,0,0,0,episode,5.9,"['Animation', 'Adventure', 'Comedy', 'Family', 'Horror', 'Musical']"
3533,What the Fish,2013,13+,35/100,1,0,0,0,0,0,movie,5.0,"['Adventure', 'Comedy', 'Drama']"
3534,Gina Yashere: Laughing To America,2014,,35/100,1,1,0,0,0,0,video movie,7.3,['Comedy']
3535,Mujrim,2001,,35/100,1,0,0,0,0,0,movie,6.8,"['Action', 'Crime', 'Drama']"
3536,Next Enti?,2018,,35/100,1,0,0,0,0,0,movie,4.5,"['Comedy', 'Drama', 'Romance']"
3537,Satria Heroes: Revenge of Darkness,2017,,35/100,1,0,0,0,0,0,movie,4.2,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Sci-Fi']"
3538,Meet The in-Laws,2016,,35/100,1,0,0,0,0,0,movie,5.8,['Comedy']
3539,StarBeam: Halloween Hero,2020,,35/100,1,0,0,0,0,0,episode,4.8,"['Animation', 'Action', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']"
3540,DreamWorks Home: For the Holidays,2017,13+,35/100,1,0,0,0,0,0,,,['nan']
3541,Lakeeran,2016,,35/100,1,0,0,0,0,0,movie,6.2,['Drama']
3542,Gbomo Gbomo Express,2015,,35/100,1,0,0,0,0,0,movie,5.1,['Crime']
3543,Okafor's Law,2017,,35/100,1,0,0,0,0,0,,,['nan']
3544,Virsa,2010,,35/100,1,0,0,0,0,0,movie,5.6,['Drama']
3545,La gran il·lusió amb el Mago Pop,2016,,35/100,1,0,0,0,0,0,movie,6.8,['Reality-TV']
3546,Life of An Outcast,2018,,35/100,1,0,0,0,0,0,movie,6.9,['Drama']
3547,Being Mrs Elliot,2014,,35/100,1,0,0,0,0,0,movie,6.7,"['Comedy', 'Romance']"
3548,Ek Jaan Hain Hum,1983,,35/100,1,0,0,0,0,0,movie,6.5,"['Family', 'Romance']"
3549,Hot Gimmick: Girl Meets Boy,2019,,35/100,1,0,0,0,0,0,movie,4.4,['Drama']
3550,Ricardo O'Farrill: Abrazo Navideño,2016,18+,35/100,1,0,0,0,0,0,movie,5.6,['Comedy']
3551,Ibrahim: A Fate to Define,2019,,34/100,1,0,0,0,0,0,movie,7.3,['Documentary']
3552,Mahi NRI,2017,,34/100,1,0,0,0,0,0,movie,5.9,"['Comedy', 'Drama']"
3553,The End,2019,,34/100,1,0,0,0,0,0,movie,5.1,"['Action', 'Adventure', 'Comedy', 'Crime']"
3554,Ban'yuuki,2010,,34/100,1,0,0,0,0,0,movie,7.2,['Drama']
3555,Surviving R. Kelly: The Impact,2019,7+,34/100,1,0,0,0,0,0,tv movie,6.2,['Documentary']
3556,Besieged Bread,2016,,34/100,1,0,0,0,0,0,movie,6.2,"['Short', 'Drama', 'Fantasy', 'War']"
3557,Ms J Contemplates Her Choice,2014,18+,34/100,1,0,0,0,0,0,movie,5.0,['Drama']
3558,Mythily Veendum Varunnu...,2017,,34/100,1,0,0,0,0,0,movie,2.2,['Horror']
3559,El límite infinito,2020,,34/100,1,0,0,0,0,0,movie,8.1,"['Documentary', 'Short']"
3560,The Price of Success,2017,,34/100,1,0,0,0,0,0,movie,5.8,"['Comedy', 'Drama']"
3561,Bathinda Express,2016,7+,34/100,1,0,0,0,0,0,movie,5.9,['Drama']
3562,Alexis de Anda: Mea Culpa,2017,,34/100,1,0,0,0,0,0,movie,4.9,['Comedy']
3563,Oh Darling! Yeh Hai India!,1995,all,34/100,1,0,0,0,0,0,movie,4.2,['Comedy']
3564,Geezas,2011,,34/100,1,0,0,0,0,0,movie,4.7,['Comedy']
3565,Banana Island Ghost,2017,,34/100,1,0,0,0,0,0,movie,6.3,"['Action', 'Comedy', 'Fantasy']"
3566,Good and Prosperous,2017,,34/100,1,0,0,0,0,0,movie,3.9,['Comedy']
3567,Who's the Boss,2020,,34/100,1,0,0,0,0,0,movie,5.6,"['Comedy', 'Romance']"
3568,Hajwala 2: Mysterious Mission,2018,13+,34/100,1,0,0,0,0,0,movie,3.8,"['Action', 'Comedy']"
3569,Rembat,2015,,34/100,1,0,0,0,0,0,movie,5.0,['Comedy']
3570,Couple Of Days,2016,,34/100,1,0,0,0,0,0,movie,6.5,['Drama']
3571,London Hughes: To Catch A D*ck,2020,,34/100,1,0,0,0,0,0,movie,4.8,['Comedy']
3572,Fakkah Fuzz: Almost Banned,2018,,34/100,1,0,0,0,0,0,movie,4.4,['Comedy']
3573,Sanitation Day,2021,,34/100,1,0,0,0,0,0,movie,3.3,['Thriller']
3574,Himmatwala,2013,,34/100,1,0,0,0,0,0,movie,1.7,"['Action', 'Comedy', 'Drama']"
3575,The Island,2018,,34/100,1,0,0,0,0,0,movie,6.2,"['Comedy', 'Drama']"
3576,Kaagar,2019,,34/100,1,0,0,0,0,0,movie,6.2,"['Crime', 'Drama']"
3577,Payday,2018,,34/100,1,0,0,0,0,0,movie,5.3,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']"
3578,Spookley and the Christmas Kittens,2019,,34/100,1,0,0,0,0,0,movie,4.6,"['Animation', 'Short', 'Adventure', 'Drama', 'Family', 'Fantasy']"
3579,Simplemente Manu NNa,2017,,34/100,1,0,0,0,0,0,movie,5.5,['Comedy']
3580,True: Rainbow Rescue,2020,,34/100,1,0,0,0,0,0,movie,6.1,"['Animation', 'Family']"
3581,Yoo Byung Jae: Too Much Information,2018,,34/100,1,0,0,0,0,0,movie,5.4,['Comedy']
3582,Mighty Raju Rio Calling,2014,all,34/100,1,0,0,0,0,0,movie,4.9,['Animation']
3583,Moms at War,2018,,33/100,1,0,0,0,0,0,movie,6.2,['Comedy']
3584,Grillo vs Grillo,2017,,33/100,1,0,0,0,0,0,movie,4.4,['Comedy']
3585,Mahjong Heroes,1981,,33/100,1,0,0,0,0,0,movie,5.6,['Comedy']
3586,The Land of Cards,2013,,33/100,1,0,0,0,0,0,,,['nan']
3587,Drink Drank Drunk,2016,,33/100,1,0,0,0,0,0,movie,4.2,['Comedy']
3588,Cold Harbour,2014,,33/100,1,0,0,0,0,0,movie,5.2,"['Action', 'Crime', 'Thriller']"
3589,True: Wuzzle Wegg Day,2020,,33/100,1,0,0,0,0,0,movie,7.1,['Animation']
3590,Lo más sencillo es complicarlo todo,2018,7+,33/100,1,0,0,0,0,0,movie,3.8,['Comedy']
3591,Chhota Bheem & Krishna vs Zimbara,2013,,33/100,1,0,0,0,0,0,movie,6.7,['Animation']
3592,An Unremarkable Christmas,2020,,33/100,1,0,0,0,0,0,tv movie,3.2,"['Comedy', 'Drama']"
3593,Chadi Jawani Budhe Nu,1976,,33/100,1,0,0,0,0,0,movie,4.6,['Romance']
3594,Die Ontwaking,2016,,33/100,1,0,0,0,0,0,movie,4.2,"['Crime', 'Horror', 'Thriller']"
3595,Wedy Atkalam,2018,,33/100,1,0,0,0,0,0,movie,5.7,"['Comedy', 'Drama']"
3596,Luckee,2019,,33/100,1,0,0,0,0,0,movie,4.6,"['Comedy', 'Drama']"
3597,Truckbhar Sapne,2018,,33/100,1,0,0,0,0,0,,,['nan']
3598,Liss Pereira: Renteniendo Liquidos,2019,,33/100,1,0,0,0,0,0,movie,6.4,['Comedy']
3599,"Chatô, The King of Brazil",2015,,33/100,1,0,0,0,0,0,movie,6.0,"['Biography', 'Drama']"
3600,Thomas e Seus Amigos - A Locomotiva Real,2020,,33/100,1,0,0,0,0,0,,,['nan']
3601,Asuraguru,2020,,32/100,1,0,0,0,0,0,movie,3.2,"['Action', 'Crime', 'Thriller']"
3602,Santo Cachón,2018,,32/100,1,0,0,0,0,0,tv movie,4.8,['Comedy']
3603,Hajwala: The Missing Engine,2016,13+,32/100,1,0,0,0,0,0,movie,2.1,"['Action', 'Adventure', 'Crime', 'Drama', 'Sport', 'Thriller']"
3604,Arango y Sanint: Ríase el show,2018,,32/100,1,0,0,0,0,0,movie,4.1,['Comedy']
3605,Match,2017,,32/100,1,0,0,0,0,0,movie,3.5,['Drama']
3606,One Like It,2020,,32/100,1,0,0,0,0,0,episode,,['Sport']
3607,What the Jatt!!,2015,all,32/100,1,0,0,0,0,0,movie,5.0,['Comedy']
3608,Deewana Main Deewana,2013,,32/100,1,0,0,0,0,0,movie,2.2,"['Comedy', 'Drama', 'Romance', 'Thriller']"
3609,Pooja Kiven Aa,2013,7+,32/100,1,0,0,0,0,0,movie,4.8,['Comedy']
3610,Sin City,2019,,32/100,1,0,0,0,0,0,movie,3.4,"['Drama', 'Mystery', 'Thriller']"
3611,Freej Al Taibeen,2018,13+,32/100,1,0,0,0,0,0,movie,5.9,"['Comedy', 'Sport']"
3612,Sei,2018,,31/100,1,0,0,0,0,0,movie,4.1,"['Action', 'Crime', 'Thriller']"
3613,The Ghost and the Tout,2018,,31/100,1,0,0,0,0,0,movie,3.9,"['Comedy', 'Fantasy']"
3614,Dushman,2017,,31/100,1,0,0,0,0,0,episode,,"['Comedy', 'Talk-Show']"
3615,Dil Vil Pyaar Vyaar,2014,all,31/100,1,0,0,0,0,0,movie,6.5,['Family']
3616,Small Chops,2020,,31/100,1,0,0,0,0,0,movie,3.0,['Drama']
3617,After Maria,2019,,31/100,1,0,0,0,0,0,movie,4.6,"['Documentary', 'Short']"
3618,Yoo Byung Jae: Discomfort Zone,2018,,31/100,1,0,0,0,0,0,movie,4.7,['Comedy']
3619,Chal Bhaag,2014,7+,31/100,1,0,0,0,0,0,movie,3.8,['Comedy']
3620,Crazy People,2018,,30/100,1,0,0,0,0,0,movie,4.7,"['Comedy', 'Thriller']"
3621,Holy Expectations,2019,,30/100,1,0,0,0,0,0,movie,4.9,['Comedy']
3622,"Edmilson Filho: Notas, Comedy about Relationships",2018,,30/100,1,0,0,0,0,0,movie,5.3,['Comedy']
3623,Grego Rossello: disculpe las molestias,2019,18+,29/100,1,0,0,0,0,0,movie,4.5,['Comedy']
3624,Last Flight to Abuja,2012,,29/100,1,0,0,0,0,0,movie,4.6,"['Action', 'Drama', 'Thriller']"
3625,Catch.er,2017,,29/100,1,0,0,0,0,0,movie,4.2,"['Crime', 'Drama']"
3626,Tatu,2017,,29/100,1,0,0,0,0,0,movie,4.2,['Adventure']
3627,Hattrick,2007,7+,29/100,1,0,0,0,0,0,movie,4.2,"['Comedy', 'Drama', 'Romance', 'Sport']"
3628,S Storm,2016,13+,29/100,1,0,0,0,0,0,movie,5.2,"['Action', 'Crime']"
3629,Thomas E Seus Amigos Minas do Mistério,2019,,28/100,1,0,0,0,0,0,,,['nan']
3630,Thomas E Seus Amigos Todos os trilhos levam a Roma,2019,,27/100,1,0,0,0,0,0,,,['nan']
3631,Trese After Dark,2021,13+,24/100,1,0,0,0,0,0,movie,6.1,"['Documentary', 'Short']"
3632,The Last Mercenary,2021,,23/100,1,0,0,0,0,0,movie,5.3,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']"
3633,The Circle: The Afterparty,2021,,21/100,1,0,0,0,0,0,episode,3.9,['Talk-Show']
3634,The Upshaws - The Afterparty,2021,18+,20/100,1,0,0,0,0,0,episode,5.7,['Talk-Show']
3635,Angu Vaikuntapurathu (Malayalam),2020,,17/100,1,0,0,0,0,0,,,['nan']
3636,The Boys in the Band: Something Personal,2020,,17/100,1,0,0,0,0,0,tv movie,7.2,['Documentary']
3637,D.O.D.: Day of Destiny,2021,,16/100,1,0,0,0,0,0,movie,4.3,"['Adventure', 'Drama', 'Sci-Fi']"
3638,Time To Dance,2021,,15/100,1,0,0,0,0,0,movie,1.9,"['Musical', 'Romance']"
3639,The Mitfords: A Tale of Two Sisters,2017,,15/100,1,0,0,0,0,0,episode,6.6,"['Documentary', 'Biography', 'History']"
3640,Death Can Wait,2020,,15/100,1,0,0,0,0,0,,,"['Mystery', 'Sci-Fi', 'Thriller']"
3641,The Last Shaman,2016,,15/100,1,0,0,0,0,0,movie,6.6,"['Documentary', 'Adventure', 'Drama', 'Family']"
3642,Sohni Mahiwal,1984,,15/100,1,0,0,0,0,0,movie,6.1,"['Action', 'Drama', 'Romance']"
3643,Har Kisse Ke Hisse Kaamyaab,2020,7+,15/100,1,0,0,0,0,0,movie,7.9,['Drama']
3644,ReFrame,2020,,14/100,1,0,0,0,0,0,tv movie,,['Documentary']
3645,Once In A Lifetime Sessions with Nile Rodgers,2018,,14/100,1,0,0,0,0,0,movie,7.7,['Music']
3646,Once in a Lifetime Sessions with Snow Patrol,2018,,14/100,1,0,0,0,0,0,episode,,"['Documentary', 'Music']"
3647,Seven Souls in the Skull Castle: Season Flower,2017,,14/100,1,0,0,0,0,0,movie,,['Action']
3648,Once in a Lifetime Sessions with OneRepublic,2018,,13/100,1,0,0,0,0,0,episode,8.0,"['Documentary', 'Music']"
3649,Once In A Lifetime Sessions with Noel Gallagher,2018,,13/100,1,0,0,0,0,0,episode,7.8,"['Documentary', 'Music']"
3650,Wave of Cinema: Surat Dari Timur,2020,,13/100,1,0,0,0,0,0,,,['nan']
3651,Mr. Romantic,2009,,13/100,1,0,0,0,0,0,,,['nan']
3652,Alarmoty in the Land of Fire,2017,,13/100,1,0,0,0,0,0,movie,4.3,['Comedy']
3653,Seven Souls in the Skull Castle: Season Bird,2017,,13/100,1,0,0,0,0,0,movie,,['Drama']
3654,"Tomasz Jachimek, Jacek Stramik Laugh at Live",2016,,12/100,1,0,0,0,0,0,,,['nan']
3655,Chhota Bheem Ka Roosi Romanch,2019,all,12/100,1,0,0,0,0,0,,,['nan']
3656,Once in a Lifetime Sessions with George Ezra,2018,,12/100,1,0,0,0,0,0,episode,,"['Documentary', 'Music']"
3657,Diamonds In The Sky,2018,,12/100,1,0,0,0,0,0,episode,7.6,"['Adventure', 'Drama', 'Family', 'Mystery', 'Sci-Fi']"
3658,"Karol Modzelewski, Łukasz „Lotek"" Lodkowski No Offense",2016,,12/100,1,0,0,0,0,0,,,['nan']
3659,Ratones Paranoicos: The Band that Rocked Argentina,2021,,12/100,1,0,0,0,0,0,,,['nan']
3660,Guillermo Vilas: Settling the Score,2020,,12/100,1,0,0,0,0,0,movie,7.2,"['Documentary', 'Biography', 'Sport']"
3661,Rehmataan,2012,,12/100,1,0,0,0,0,0,movie,,"['Drama', 'Family', 'Romance']"
3662,"Rafał Banaś, Michał Leja Laugh out Loud",2016,,12/100,1,0,0,0,0,0,,,['nan']
3663,Joaquín Reyes: Una y no más,2017,,12/100,1,0,0,0,0,0,,,['nan']
3664,Little Singham: Mahabali,2019,,12/100,1,0,0,0,0,0,,,['nan']
3665,ChuChuTV Surprise Eggs Learning Videos (Hindi),2019,,12/100,1,0,0,0,0,0,,,['nan']
3666,Kuppivala,2017,,12/100,1,0,0,0,0,0,,,['nan']
3667,Raya and Sakina,1984,,12/100,1,0,0,0,0,0,,,['nan']
3668,Seven Souls in the Skull Castle: Season Wind,2017,,12/100,1,0,0,0,0,0,movie,,['Action']
3669,Little Singham: Legend of Dugabakka,2020,,12/100,1,0,0,0,0,0,,,['nan']
3670,Pinkfong and Baby Shark's Space Adventure,2019,,12/100,1,0,0,0,0,0,movie,5.0,"['Animation', 'Family', 'Musical']"
3671,Real Crime: Supermarket Heist (Tesco Bomber),2010,,12/100,1,0,0,0,0,0,,,['nan']
3672,Velvet Colección: Grand Finale,2020,,12/100,1,0,0,0,0,0,tv movie,,['Romance']
3673,Once in a Lifetime Sessions with Kasabian,2018,,12/100,1,0,0,0,0,0,episode,,"['Documentary', 'Music']"
3674,She Is,2019,,12/100,1,0,0,0,0,0,movie,,['Drama']
3675,Monty Python Conquers America,2000,,10/100,1,0,0,0,0,0,,,['nan']
3676,The Last Bomb of the Second World War,2019,,10/100,1,0,0,0,0,0,movie,7.3,['Drama']
3677,You're Everything To Me,2016,,10/100,1,0,0,0,0,0,movie,,"['Short', 'Music']"
3678,Falz Experience,2018,,10/100,1,0,0,0,0,0,episode,,['Documentary']
3679,"Mariusz Kałamaga, Karol Kopiec, Wiolka Walaszczyk Hilarious Trio",2016,,10/100,1,0,0,0,0,0,,,['nan']
3680,Thomas & Friends: Marvelous Machinery: A New Arrival,2020,,10/100,1,0,0,0,0,0,movie,,['Animation']
3681,Alakada Reloaded,2017,,10/100,1,0,0,0,0,0,movie,,['Comedy']
3682,Cop Watchers,2016,,10/100,1,0,0,0,0,0,episode,,['Documentary']
3683,Jandino: Whatever it Takes,2016,,10/100,1,0,0,0,0,0,movie,4.6,['Comedy']
3684,ChuChuTV Surprise Eggs Learning Videos (English),2019,,10/100,1,0,0,0,0,0,,,['nan']
3685,Lock Your Girls In,1982,,10/100,1,0,0,0,0,0,,,['nan']
3686,ChuChuTV Bedtime Stories & Moral Stories for Kids (Hindi),2019,,10/100,1,0,0,0,0,0,,,['nan']
3687,Dear Affy,2020,,10/100,1,0,0,0,0,0,movie,,"['Comedy', 'Romance']"
3688,Amit Tandon: Family Tandoncies,2019,,,1,0,0,0,0,0,movie,7.1,['Comedy']
3689,Wave of Cinema: Filosofi Kopi,2020,,,1,0,0,0,0,0,,,['nan']
3690,Thomas & Friends: Marvelous Machinery: World of Tomorrow,2020,,,1,0,0,0,0,0,movie,,['Short']
3691,ChuChuTV Bedtime Stories & Moral Stories for Kids (English),2019,,,1,0,0,0,0,0,,,['nan']
3692,Fifty Year Old Teenager,1996,,,1,0,0,0,0,0,,,['nan']
3693,"Alias JJ, la celebridad del mal",2017,,,1,0,0,0,0,0,,,['nan']
3694,The Vendor,2018,,,1,0,0,0,0,0,movie,,['Comedy']
3710,The Girl with the Dragon Tattoo,2011,18+,84/100,0,1,0,0,5,1,movie,7.8,"['Crime', 'Drama', 'Mystery', 'Thriller']"
3711,Big Fish,2003,13+,84/100,0,1,0,0,1,0,movie,8.0,"['Adventure', 'Drama', 'Fantasy', 'Romance']"
3722,50/50,2011,18+,82/100,0,1,0,0,0,0,movie,7.6,"['Comedy', 'Drama', 'Romance']"
3739,The Secret Life of Walter Mitty,2013,7+,80/100,0,1,0,0,0,0,movie,7.3,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Romance']"
3748,Coherence,2013,7+,79/100,0,1,0,0,0,0,movie,7.2,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']"
3758,We Need to Talk About Kevin,2011,18+,78/100,0,1,0,0,0,0,movie,7.5,"['Drama', 'Mystery', 'Thriller']"
3762,Take Shelter,2011,18+,77/100,0,1,0,0,0,0,movie,7.3,"['Drama', 'Sci-Fi', 'Thriller']"
3766,The Judge,2014,18+,77/100,0,1,0,0,1,0,movie,7.4,"['Crime', 'Drama']"
3772,Revolutionary Road,2008,18+,77/100,0,1,0,0,3,0,movie,7.3,"['Drama', 'Romance']"
3781,Leave No Trace,2018,7+,76/100,0,1,0,0,0,0,movie,7.2,"['Adventure', 'Drama']"
3783,Underworld: Evolution,2006,18+,76/100,0,1,0,0,0,0,movie,6.7,"['Action', 'Fantasy', 'Thriller']"
3787,Across the Universe,2007,13+,76/100,0,1,0,0,1,0,movie,7.3,"['Drama', 'Fantasy', 'History', 'Music', 'Musical', 'Romance']"
3793,The Way Back,2010,13+,75/100,0,1,0,0,1,0,movie,7.3,"['Adventure', 'Drama', 'History']"
3794,Heathers,1989,18+,75/100,0,1,0,0,0,0,podcast episode,,['nan']
3800,The Wailing,2016,18+,75/100,0,1,0,0,0,0,movie,7.5,"['Drama', 'Horror', 'Mystery', 'Thriller']"
3804,Burning,2018,,75/100,0,1,0,0,0,0,movie,7.5,"['Drama', 'Mystery']"
3806,Papillon,2017,18+,75/100,0,1,0,0,1,0,movie,7.2,"['Adventure', 'Biography', 'Crime', 'Drama']"
3809,This Means War,2012,13+,74/100,0,1,0,0,0,0,movie,6.3,"['Action', 'Comedy', 'Romance']"
3820,Resident Evil: Apocalypse,2004,18+,74/100,0,1,0,0,0,0,movie,6.2,"['Action', 'Horror', 'Sci-Fi', 'Thriller']"
3822,The Crazies,2010,18+,73/100,0,1,0,0,0,0,movie,6.5,"['Horror', 'Mystery', 'Thriller']"
3837,Robot & Frank,2012,13+,73/100,0,1,0,0,0,0,movie,7.1,"['Comedy', 'Crime', 'Drama', 'Sci-Fi']"
3847,American Animals,2018,18+,72/100,0,1,0,0,0,0,movie,7.0,"['Biography', 'Crime', 'Drama', 'History', 'Thriller']"
3860,Breach,2007,13+,72/100,0,1,0,0,0,0,movie,7.0,"['Biography', 'Crime', 'Drama', 'History', 'Thriller']"
3888,1900,1976,18+,71/100,0,1,0,0,0,0,movie,7.7,"['Drama', 'History']"
3892,Odd Thomas,2013,13+,70/100,0,1,0,0,0,0,movie,6.8,"['Comedy', 'Fantasy', 'Horror', 'Mystery', 'Romance', 'Thriller']"
3902,Hud,1963,,70/100,0,1,0,0,7,3,movie,7.8,"['Drama', 'Western']"
3925,Force Majeure,2014,18+,69/100,0,1,0,0,0,0,movie,7.3,"['Comedy', 'Drama']"
3960,Hellbound: Hellraiser II,1988,18+,67/100,0,1,0,0,0,0,movie,6.5,"['Horror', 'Thriller']"
3962,Child's Play,2019,18+,67/100,0,1,0,0,0,0,movie,5.7,"['Drama', 'Horror', 'Sci-Fi']"
3969,High-Rise,2015,18+,67/100,0,1,0,0,0,0,movie,5.6,"['Drama', 'Sci-Fi']"
3982,The Connection,2014,18+,67/100,0,1,0,0,0,0,movie,7.1,"['Action', 'Crime', 'Thriller']"
3985,McLintock!,1963,,66/100,0,1,0,0,0,0,movie,7.2,['Western']
3999,The Pawnbroker,1965,,66/100,0,1,0,0,1,0,movie,7.7,['Drama']
4001,Unacknowledged,2017,,66/100,0,1,0,0,0,0,movie,7.0,['Documentary']
4011,Children of the Corn,1984,18+,66/100,0,1,0,0,0,0,movie,5.6,"['Horror', 'Thriller']"
4028,"Elvira, Mistress of the Dark",1988,13+,65/100,0,1,0,0,0,0,movie,6.6,"['Comedy', 'Horror']"
4061,Beats Rhymes & Life: The Travels of A Tribe Called Quest,2011,18+,64/100,0,1,0,0,0,0,movie,7.6,"['Documentary', 'Music']"
4069,The Best Man,1999,18+,64/100,0,1,0,0,1,0,movie,6.8,"['Comedy', 'Drama', 'Romance']"
4086,31,2016,18+,64/100,0,1,0,0,0,0,movie,5.1,"['Horror', 'Thriller']"
4099,The Hero,2017,18+,63/100,0,1,0,0,0,0,movie,6.5,"['Drama', 'Romance', 'Western']"
4108,High Strung,2016,all,63/100,0,1,0,0,0,0,movie,6.4,"['Drama', 'Music', 'Romance']"
4109,Tooth Fairy,2010,7+,63/100,0,1,0,0,0,0,movie,5.0,"['Comedy', 'Family', 'Fantasy', 'Sport']"
4126,The Keeping Room,2014,18+,62/100,0,1,0,0,0,0,movie,6.0,"['Drama', 'Western']"
4161,And So It Goes,2014,13+,61/100,0,1,0,0,0,0,movie,5.8,"['Comedy', 'Drama', 'Romance']"
4166,Dismissed,2017,,61/100,0,1,0,0,0,0,movie,5.7,"['Drama', 'Horror', 'Thriller']"
4174,Those People,2015,,61/100,0,1,0,0,0,0,movie,6.6,"['Drama', 'Romance']"
