,Title,Year,Age,Rotten Tomatoes,Netflix,Amazon,emmy_nomination,emmy_win,oscar_nomination,oscar_win,Type,IMDb,Genres
3232,Skin,2019,,40/100,1,1,0,0,1,1,movie,6.9,['Documentary']
3233,W/O Ram,2018,,40/100,1,0,0,0,0,0,movie,6.2,['Thriller']
3234,Food on the Go,2017,,40/100,1,0,0,0,0,0,movie,6.2,['Documentary']
3235,Go! The Unforgettable Party,2019,,40/100,1,0,0,0,0,0,movie,5.8,['Family']
3236,The American Game,2019,,40/100,1,0,0,0,0,0,tv series,,['nan']
3237,Mauricio Meirelles: Generating Chaos,2020,,40/100,1,0,0,0,0,0,movie,6.6,['Comedy']
3238,Myriam Fares: The Journey,2021,,40/100,1,0,0,0,0,0,movie,2.1,"['Documentary', 'Music']"
3239,Virgen de San Juan,2021,,40/100,1,0,0,0,0,0,movie,,['Documentary']
3240,Aditi Mittal: Things They Wouldn't Let Me Say,2017,18+,40/100,1,0,0,0,0,0,movie,4.4,['Comedy']
3241,Fukrey Boyzzz: Space Mein Fukrapanti,2020,,40/100,1,0,0,0,0,0,movie,7.1,"['Animation', 'Comedy', 'Family']"
3242,Misfit 2,2019,,40/100,1,0,0,0,0,0,movie,4.9,['Comedy']
3243,The End of Doel's Love Story,2020,,40/100,1,0,0,0,0,0,,,['nan']
3244,Ainu Mosir,2020,,40/100,1,0,0,0,0,0,movie,6.6,['Drama']
3245,Romantik Komedi 2: Bekarlığa Veda,2013,,40/100,1,0,0,0,0,0,movie,5.2,"['Comedy', 'Romance']"
3246,Candyflip,2019,,40/100,1,0,0,0,0,0,,,['nan']
3247,Captain Underpants: Mega Blissmas,2020,,40/100,1,0,0,0,0,0,movie,5.6,"['Animation', 'Comedy', 'Family']"
3248,No One Will Ever Know,2018,18+,40/100,1,0,0,0,0,0,movie,6.2,['Drama']
3249,The Blind Christ,2016,,40/100,1,0,0,0,0,0,movie,5.9,['Drama']
3250,Dhoondte Reh Jaaoge,2009,7+,39/100,1,0,0,0,0,0,movie,4.9,"['Comedy', 'Drama', 'Family', 'Romance']"
3251,Garfield's Pet Force,2009,all,39/100,1,0,0,0,0,0,video movie,4.2,"['Animation', 'Action', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']"
3252,Go! Go! Cory Carson: The Chrissy,2020,all,39/100,1,0,0,0,0,0,movie,7.0,"['Animation', 'Short', 'Family']"
3253,Super Monsters Furever Friends,2019,,39/100,1,0,0,0,0,0,tv movie,5.6,['Animation']
3254,The Mirror Boy,2011,,39/100,1,0,0,0,0,0,movie,4.9,"['Adventure', 'Drama', 'Fantasy', 'Mystery']"
3255,Odu Raja Odu,2018,7+,39/100,1,0,0,0,0,0,movie,6.9,"['Comedy', 'Crime', 'Drama']"
3256,DTC -Yukemuri Junjou Hen- from HiGH & LOW,2018,,39/100,1,0,0,0,0,0,movie,6.6,"['Comedy', 'Drama']"
3257,The Magic School Bus Rides Again in the Zone,2020,all,39/100,1,0,0,0,0,0,tv movie,5.7,"['Animation', 'Adventure', 'Comedy', 'Family']"
3258,Aliens Stole My Body,2020,7+,39/100,1,0,0,0,0,0,movie,4.3,"['Adventure', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']"
3259,Back to Q82,2017,,39/100,1,0,0,0,0,0,movie,6.1,"['Action', 'Adventure', 'Comedy']"
3260,Splatter,2015,,39/100,1,0,0,0,0,0,movie,9.2,"['Short', 'Drama']"
3261,Sat Shri Akaal England,2017,7+,39/100,1,0,0,0,0,0,movie,5.3,"['Comedy', 'Family']"
3262,Menahi,2008,,39/100,1,0,0,0,0,0,movie,6.8,['Comedy']
3263,Twins Mission,2007,,39/100,1,0,0,0,0,0,movie,5.3,"['Action', 'Comedy', 'Crime']"
3264,Mr. Virgin,1984,,39/100,1,0,0,0,0,0,movie,5.5,"['Comedy', 'Drama', 'Romance']"
3265,Baadshaho,2017,,39/100,1,0,0,0,0,0,movie,4.9,"['Action', 'Adventure', 'Thriller']"
3266,Once a Gangster,2010,,39/100,1,0,0,0,0,0,movie,5.8,"['Action', 'Comedy', 'Crime']"
3267,The App That Stole Christmas,2020,7+,39/100,1,0,0,0,0,0,movie,3.5,['Comedy']
3268,Saavat,2019,,39/100,1,0,0,0,0,0,movie,6.7,"['Crime', 'Drama', 'Thriller']"
3269,Awon Boyz,2019,,39/100,1,0,0,0,0,0,movie,,"['Documentary', 'Short']"
3270,Mama Drama,2020,,39/100,1,0,0,0,0,0,movie,6.3,['Drama']
3271,The First Lady,2016,,39/100,1,0,0,0,0,0,tv series,,"['Biography', 'Drama', 'History']"
3272,Jo Koy: In His Elements,2020,18+,39/100,1,0,0,0,0,0,movie,5.3,['Comedy']
3273,Azali,2018,,39/100,1,0,0,0,0,0,movie,5.6,['Drama']
3274,The Wishing Tree,2017,,39/100,1,0,0,0,0,0,movie,,"['Short', 'Comedy']"
3275,Muqaddar Ka Faisla,1987,,39/100,1,0,0,0,0,0,movie,4.7,"['Action', 'Comedy', 'Drama']"
3276,Si saben cómo me pongo ¿pa' qué me invitan?,2018,,39/100,1,0,0,0,0,0,movie,4.7,['Comedy']
3277,Mexicanos de bronce,2016,,39/100,1,0,0,0,0,0,movie,6.5,['Documentary']
3278,Kisaan,2009,,39/100,1,0,0,0,0,0,movie,5.3,"['Action', 'Crime', 'Drama', 'Thriller']"
3279,Elevator Baby,2019,18+,39/100,1,0,0,0,0,0,movie,6.9,"['Comedy', 'Drama']"
3280,The Christmas Trap,2017,7+,39/100,1,0,0,0,0,0,tv short,5.7,"['Short', 'Drama']"
3281,Hope Ranch,2020,all,39/100,1,1,0,0,0,0,movie,4.4,['Family']
3282,Fate of Alakada,2020,,39/100,1,0,0,0,0,0,movie,7.1,['Comedy']
3283,Uncovered,2019,,39/100,1,0,0,0,0,0,movie,5.1,['Action']
3284,Imago,2018,,39/100,1,0,0,0,0,0,movie,7.2,['Drama']
3285,"El Especial de Alex Fernández, el Especial",2017,18+,39/100,1,0,0,0,0,0,movie,6.6,['Comedy']
3286,What Happened to Mr. Cha?,2021,,39/100,1,0,0,0,0,0,movie,4.3,"['Comedy', 'Drama']"
3287,Peace Haven,2015,,39/100,1,0,0,0,0,0,,,['nan']
3288,Kaali Khuhi,2020,16+,39/100,1,0,0,0,0,0,movie,3.5,"['Drama', 'Horror', 'Mystery', 'Thriller']"
3289,Sam Kinison: The Scream Continues,2016,,39/100,1,0,0,0,0,0,movie,6.4,"['Documentary', 'Short']"
3290,Jani Dueñas: Grandes fracasos de ayer y hoy,2018,,39/100,1,0,0,0,0,0,movie,4.8,['Comedy']
3291,Hakkunde,2017,,39/100,1,0,0,0,0,0,movie,6.5,"['Comedy', 'Drama']"
3292,The Breakup Playlist,2015,7+,39/100,1,0,0,0,0,0,movie,6.5,"['Drama', 'Music', 'Romance']"
3293,Romina,2018,,39/100,1,0,0,0,0,0,movie,2.2,"['Horror', 'Thriller']"
3294,Any Crybabies Around?,2020,,39/100,1,0,0,0,0,0,movie,5.9,['Drama']
3295,Natalia Valdebenito: El especial,2018,,39/100,1,0,0,0,0,0,movie,5.0,['Comedy']
3296,Bangistan,2015,,39/100,1,0,0,0,0,0,movie,4.5,"['Comedy', 'Drama']"
3297,Ek Khiladi Ek Haseena,2005,all,39/100,1,0,0,0,0,0,movie,5.7,"['Comedy', 'Crime', 'Thriller']"
3298,Project Papa,2018,,39/100,1,0,0,0,0,0,movie,6.5,['Drama']
3299,Weapon of Choice,2018,,39/100,1,0,0,0,0,0,movie,4.8,['Documentary']
3300,Pekak,2016,,39/100,1,0,0,0,0,0,movie,5.2,"['Short', 'Drama']"
3301,Tango with Me,2010,,39/100,1,0,0,0,0,0,movie,6.3,"['Drama', 'Family', 'Romance']"
3302,XV Beyond the Tryline,2016,,39/100,1,0,0,0,0,0,,,['nan']
3303,The Little Wars,1982,,39/100,1,0,0,0,0,0,movie,6.5,"['Drama', 'War']"
3304,Beat Bugs: All Together Now,2017,all,39/100,1,0,0,0,0,0,episode,7.0,"['Animation', 'Short', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Musical']"
3305,My Birthday Song,2018,,39/100,1,0,0,0,0,0,movie,5.6,['Thriller']
3306,Bombairiya,2019,,39/100,1,0,0,0,0,0,movie,4.6,"['Comedy', 'Crime', 'Drama']"
3307,Still,2010,18+,39/100,1,0,0,0,0,0,movie,4.4,"['Horror', 'Thriller']"
3308,10 Days In Sun City,2017,,39/100,1,0,0,0,0,0,movie,5.1,"['Adventure', 'Comedy', 'Romance']"
3309,10 jours en or,2012,,39/100,1,0,0,0,0,0,movie,5.9,"['Comedy', 'Drama']"
3310,Bonne nuit Blanche,2019,,39/100,1,0,0,0,0,0,video movie,7.3,['Comedy']
3311,Alex Fernández: The Best Comedian in the World,2020,,39/100,1,0,0,0,0,0,movie,6.2,['Comedy']
3312,Loudon Wainwright III: Surviving Twin,2018,,39/100,1,0,0,0,0,0,movie,7.1,"['Documentary', 'Music']"
3313,Luccas Neto in: The End of Christmas,2019,,39/100,1,0,0,0,0,0,,,['nan']
3314,Shark Busters,2002,16+,39/100,1,0,0,0,0,0,movie,5.9,"['Comedy', 'Crime']"
3315,Project Marathwada,2016,,39/100,1,0,0,0,0,0,movie,6.5,['Drama']
3316,The Worthy,2016,,39/100,1,0,0,0,0,0,movie,5.1,"['Action', 'Sci-Fi', 'Thriller']"
3317,Dorasaani,2019,,39/100,1,0,0,0,0,0,movie,5.9,"['Drama', 'Romance']"
3318,Jindua,2017,,39/100,1,0,0,0,0,0,movie,6.5,['Family']
3319,Tiger,2016,,39/100,1,0,0,0,0,0,movie,6.5,['Action']
3320,Mission: Destroy Love,2014,,39/100,1,0,0,0,0,0,movie,5.2,['Romance']
3321,Husbands in Goa,2012,,39/100,1,0,0,0,0,0,movie,3.7,['Comedy']
3322,Miss India,2020,,39/100,1,0,0,0,0,0,movie,3.7,['Drama']
3323,Laatu,2018,7+,39/100,1,0,0,0,0,0,movie,6.7,['Drama']
3324,Penalty,2019,,39/100,1,0,0,0,0,0,movie,5.4,['Sport']
3325,Tattoo of Revenge,2018,18+,39/100,1,0,0,0,0,0,movie,4.9,"['Comedy', 'Romance', 'Thriller']"
3326,Mauli,2018,,39/100,1,0,0,0,0,0,movie,5.7,['Action']
3327,Once in a Lifetime Sessions with Moby,2018,,39/100,1,0,0,0,0,0,movie,7.7,['Music']
3328,Mujeres arriba,2020,,39/100,1,0,0,0,0,0,movie,3.8,['Comedy']
3329,A Go! Go! Cory Carson Christmas,2020,all,39/100,1,0,0,0,0,0,movie,6.2,"['Animation', 'Short', 'Family']"
3330,Eve's Apple,2017,,39/100,1,0,0,0,0,0,,,['nan']
3331,SPF-18,2017,13+,39/100,1,0,0,0,0,0,movie,3.2,"['Drama', 'Romance', 'Sport']"
3332,Needhi Singh,2016,7+,39/100,1,0,0,0,0,0,movie,6.2,"['Action', 'Drama', 'Thriller']"
3333,Luccas Neto in: Children's Day,2019,,39/100,1,0,0,0,0,0,,,['nan']
3334,Are We Done,2018,,39/100,1,0,0,0,0,0,movie,7.2,"['Documentary', 'Short']"
3335,Life Ki Toh Lag Gayi,2012,7+,39/100,1,0,0,0,0,0,movie,5.3,"['Action', 'Comedy']"
3336,Bekia,2018,,39/100,1,0,0,0,0,0,,,['nan']
3337,Light in the Dark,2020,16+,39/100,1,0,0,0,0,0,movie,6.0,['Thriller']
3338,Little Singham: Kaal Ka Badla,2020,,39/100,1,0,0,0,0,0,movie,5.3,"['Animation', 'Action']"
3339,New Money,2018,,39/100,1,0,0,0,0,0,movie,5.0,"['Drama', 'Fantasy']"
3340,Here Comes the Rain,2011,,38/100,1,0,0,0,0,0,movie,6.3,['Drama']
3341,Chhota Bheem & Krishna in Mayanagari,2011,,38/100,1,0,0,0,0,0,movie,,"['Animation', 'Action', 'Fantasy']"
3342,Karkar,2007,,38/100,1,0,0,0,0,0,movie,3.3,"['Comedy', 'Drama']"
3343,Pup Star: World Tour,2018,all,38/100,1,0,0,0,0,0,movie,4.3,"['Comedy', 'Family', 'Musical']"
3344,Kasanova,2019,,38/100,1,0,0,0,0,0,movie,6.5,['Romance']
3345,Bobbleheads: The Movie,2020,7+,38/100,1,0,0,0,0,0,movie,2.6,"['Animation', 'Family']"
3346,"Pop, Lock 'n Roll",2017,,38/100,1,0,0,0,0,0,movie,5.1,['Music']
3347,Chief Daddy,2018,,38/100,1,0,0,0,0,0,movie,4.9,['Comedy']
3348,Felipe Neto: My Life Makes No Sense,2017,,38/100,1,0,0,0,0,0,movie,4.1,"['Documentary', 'Comedy']"
3349,BNK48: One Take,2020,,38/100,1,0,0,0,0,0,,,['nan']
3350,A Yellow Bird,2016,,38/100,1,0,0,0,0,0,movie,5.5,['Drama']
3351,A Trip to Jamaica,2017,,38/100,1,0,0,0,0,0,movie,4.9,"['Comedy', 'Drama']"
3352,Cross: Rise of the Villains,2019,18+,38/100,1,0,0,0,0,0,movie,2.0,"['Action', 'Sci-Fi']"
3353,Nothing to Lose - Part 2,2019,13+,38/100,1,0,0,0,0,0,,,['nan']
3354,Calico Critters: Everyone's Big Dream Flying in the Sky,2020,,38/100,1,0,0,0,0,0,,,['nan']
3355,Mumbai Matinee,2003,,38/100,1,0,0,0,0,0,movie,5.2,"['Romance', 'Comedy']"
3356,PhotoCopy,2016,,38/100,1,0,0,0,0,0,movie,6.3,['Romance']
3357,Silence Is Welcome,2017,,38/100,1,0,0,0,0,0,,,['nan']
3358,The Birth Reborn 3,2018,13+,38/100,1,0,0,0,0,0,,,['nan']
3359,Chocolate City: Vegas Strip,2016,13+,38/100,1,0,0,0,0,0,,,['nan']
3360,Arsenio Hall: Smart and Classy,2019,,38/100,1,0,0,0,0,0,movie,6.0,['Comedy']
3361,What's Up?,2006,,38/100,1,0,0,0,0,0,movie,3.1,"['Comedy', 'Drama']"
3362,Mariah Carey's Merriest Christmas,2015,all,38/100,1,0,0,0,0,0,movie,5.0,['Music']
3363,Sam Kinison: Live in Vegas,1991,,38/100,1,0,0,0,0,0,video movie,4.4,['Comedy']
3364,We Are All for the Fatherland,1979,,38/100,1,0,0,0,0,0,movie,6.0,['Documentary']
3365,90 ML,2019,,38/100,1,0,0,0,0,0,movie,5.4,"['Action', 'Drama', 'Romance']"
3366,The Midas Touch,2013,,38/100,1,0,0,0,0,0,movie,5.0,['Comedy']
3367,Ni de coña,2020,,38/100,1,0,0,0,0,0,movie,2.8,['Comedy']
3368,Faraar,2015,13+,38/100,1,0,0,0,0,0,movie,5.5,['Action']
3369,Without Gorky,2013,,38/100,1,0,0,0,0,0,movie,6.6,['Documentary']
3370,Mr. Chandramouli,2018,18+,38/100,1,0,0,0,0,0,movie,5.2,"['Comedy', 'Romance', 'Sport']"
3371,#Rucker50,2016,,38/100,1,0,0,0,0,0,movie,5.2,['Documentary']
3372,Blitz Patrollie,2012,,38/100,1,0,0,0,0,0,movie,5.4,"['Action', 'Comedy', 'Crime']"
3373,Muran,2011,,38/100,1,0,0,0,0,0,movie,6.4,"['Action', 'Thriller']"
3374,Dismissal,2017,18+,38/100,1,0,0,0,0,0,movie,5.7,"['Drama', 'Horror', 'Thriller']"
3375,Maj Rati Keteki,2017,,38/100,1,0,0,0,0,0,movie,7.5,['Drama']
3376,Hans Teeuwen: Real Rancour,2016,,38/100,1,0,0,0,0,0,,,['nan']
3377,Anthony Kaun Hai?,2006,,38/100,1,0,0,0,0,0,movie,5.2,"['Mystery', 'Thriller']"
3378,True: Friendship Day,2020,,38/100,1,0,0,0,0,0,tv movie,6.5,"['Animation', 'Family']"
3379,Seven Souls in the Skull Castle,2013,,38/100,1,0,0,0,0,0,movie,7.3,"['Action', 'Drama', 'Romance']"
3380,Freshman Year,2019,,38/100,1,0,0,0,0,0,movie,5.1,['Drama']
3381,The Accidental Spy,2017,,38/100,1,0,0,0,0,0,movie,4.4,['Action']
3382,Chhota Bheem in the Incan Adventure,2013,,38/100,1,0,0,0,0,0,movie,7.1,"['Animation', 'Adventure', 'Fantasy']"
3383,A Go! Go! Cory Carson Summer Camp,2020,,38/100,1,0,0,0,0,0,movie,5.5,"['Animation', 'Short', 'Family']"
3384,Zero Hour,2019,,38/100,1,0,0,0,0,0,movie,8.5,"['Animation', 'Short', 'Action', 'Sci-Fi']"
3385,Bir Baba Hindu,2016,13+,38/100,1,0,0,0,0,0,movie,2.7,"['Action', 'Adventure', 'Comedy', 'Musical', 'Romance']"
3386,Lechmi,2017,,38/100,1,0,0,0,0,0,movie,4.7,"['Comedy', 'Crime', 'Horror', 'Thriller']"
3387,We Are Legends,2019,,38/100,1,0,0,0,0,0,movie,5.2,['Action']
3388,Mokalik (Mechanic),2019,,38/100,1,0,0,0,0,0,movie,6.2,"['Comedy', 'Drama']"
3389,Anchor Baby,2010,,38/100,1,1,0,0,0,0,movie,6.3,"['Drama', 'Thriller']"
3390,Ayana,2017,,38/100,1,0,0,0,0,0,movie,7.4,['Drama']
3391,Voulez-vous rire avec moi ce soir?,2018,,38/100,1,0,0,0,0,0,movie,6.8,['Documentary']
3392,David A. Arnold: Fat Ballerina,2020,,38/100,1,0,0,0,0,0,movie,7.3,['Comedy']
3393,High End Yaariyaan,2019,,38/100,1,0,0,0,0,0,movie,5.7,"['Comedy', 'Drama', 'Family', 'Musical', 'Romance']"
3394,Park Na-rae: Glamour Warning,2019,,38/100,1,0,0,0,0,0,movie,5.0,['Comedy']
3395,Uncle Naji in UAE,2019,13+,38/100,1,0,0,0,0,0,movie,5.1,"['Comedy', 'Horror']"
3396,Kanavu Variyam,2017,all,38/100,1,0,0,0,0,0,movie,6.5,"['Drama', 'Family']"
3397,An Imperfect Murder,2017,18+,38/100,1,0,0,0,0,0,movie,3.1,['Thriller']
3398,Jefe,2018,18+,38/100,1,0,0,0,0,0,movie,5.4,['Comedy']
3399,Shortcut Safari,2016,,38/100,1,0,0,0,0,0,movie,6.5,"['Adventure', 'Drama', 'Mystery']"
3400,Nimbe,2019,,38/100,1,0,0,0,0,0,movie,5.8,['Drama']
3401,Zoé Panoramas,2017,,38/100,1,0,0,0,0,0,movie,6.8,"['Documentary', 'Music']"
3402,Ugly Aur Pagli,2008,,38/100,1,0,0,0,0,0,movie,3.7,"['Comedy', 'Drama']"
3403,The Perfect Picture: Ten Years Later,2019,,38/100,1,0,0,0,0,0,movie,6.2,"['Comedy', 'Romance']"
3404,Last Night,2018,,37/100,1,0,0,0,0,0,movie,,"['Short', 'Comedy', 'Drama', 'Romance']"
3405,I’m No Longer Here: A Conversation with Guillermo Del Toro & Alfonso Cuarón,2020,,37/100,1,0,0,0,0,0,,,['nan']
3406,Super Monsters Save Christmas,2019,all,37/100,1,0,0,0,0,0,episode,4.8,"['Animation', 'Adventure', 'Comedy', 'Family', 'Horror', 'Musical']"
3407,Aaviri,2019,,37/100,1,0,0,0,0,0,movie,4.2,"['Drama', 'Thriller']"
3408,The Set Up,2019,18+,37/100,1,0,0,0,0,0,movie,4.4,"['Crime', 'Drama']"
3409,Soldier,1998,,37/100,1,0,0,0,0,0,movie,6.1,"['Action', 'Drama', 'Sci-Fi']"
3410,Guatemala: Corazón del Mundo Maya,2019,,37/100,1,0,0,0,0,0,movie,6.6,['Documentary']
3411,Dark Forces,2020,,37/100,1,0,0,0,0,0,movie,2.6,"['Action', 'Horror', 'Mystery', 'Thriller']"
3412,Mercy,2016,all,37/100,1,0,0,0,0,0,movie,4.2,"['Drama', 'Mystery', 'Thriller']"
3413,Confusion Na Wa,2013,,37/100,1,0,0,0,0,0,movie,7.0,"['Comedy', 'Crime', 'Drama']"
3414,Pretville,2012,,37/100,1,0,0,0,0,0,movie,4.6,['Musical']
3415,Alejandro Riaño: Especial de stand up,2018,,37/100,1,0,0,0,0,0,movie,4.9,['Comedy']
3416,Krutant,2019,,37/100,1,0,0,0,0,0,movie,6.4,"['Drama', 'Thriller']"
3417,Kalek Shanab,2019,13+,37/100,1,0,0,0,0,0,movie,5.3,"['Comedy', 'Drama']"
3418,Finding Agnes,2020,,37/100,1,0,0,0,0,0,movie,4.9,['Drama']
3419,Pranaam,2019,,37/100,1,0,0,0,0,0,movie,4.4,"['Action', 'Crime', 'Drama', 'Thriller']"
3420,First Kiss,2018,,37/100,1,0,0,0,0,0,movie,3.8,"['Comedy', 'Romance']"
3421,Bhasmasur,2017,,37/100,1,0,0,0,0,0,movie,6.9,['Drama']
3422,The CEO,2016,13+,37/100,1,0,0,0,0,0,movie,5.8,"['Drama', 'Mystery', 'Thriller']"
3423,Adhugo,2018,,37/100,1,0,0,0,0,0,movie,5.9,['Drama']
3424,The Reservoir Game,2017,,37/100,1,0,0,0,0,0,movie,6.0,['Documentary']
3425,Virunga: Gorillas in Peril,2015,,37/100,1,0,0,0,0,0,tv movie,6.6,['Documentary']
3426,Kaake Da Viyah,2019,,37/100,1,0,0,0,0,0,movie,5.1,['Comedy']
3427,The Delivery Boy,2018,,37/100,1,0,0,0,0,0,movie,6.2,"['Drama', 'Thriller']"
3428,Coco y Raulito: Carrusel de ternura,2018,13+,37/100,1,0,0,0,0,0,movie,6.6,['Comedy']
3429,"Hoshino Gen Dome Tour ""POP VIRUS"" at Tokyo Dome",2019,all,37/100,1,0,0,0,0,0,,,['nan']
3430,Cultivating the Seas: History and Future of the Full-Cycle Cultured Kindai Tuna,2019,,37/100,1,0,0,0,0,0,,,['nan']
3431,Elf Pets: A Fox Cub's Christmas Tale,2019,,37/100,1,0,0,0,0,0,tv movie,4.6,['Animation']
3432,Anaamika,2014,7+,37/100,1,0,0,0,0,0,movie,5.6,['Thriller']
3433,American Factory: A Short Conversation with the Obamas,2019,,37/100,1,0,0,0,0,0,movie,5.1,"['Documentary', 'Short']"
3434,The First Line,2014,,37/100,1,0,0,0,0,0,movie,4.9,['Drama']
3435,The Netflix Afterparty: The Best Shows of The Worst Year,2020,,37/100,1,0,0,0,0,0,tv series,3.8,['Talk-Show']
3436,In Line,2017,,37/100,1,0,0,0,0,0,movie,6.1,['Drama']
3437,To Be of Service,2019,,37/100,1,0,0,0,0,0,movie,7.3,['Documentary']
3438,In My Country,2017,,37/100,1,0,0,0,0,0,movie,6.8,['Action']
3439,Super Monsters: Dia de los Monsters,2020,all,37/100,1,0,0,0,0,0,episode,5.2,"['Animation', 'Adventure', 'Comedy', 'Family', 'Horror', 'Musical']"
3440,Super Monsters: The New Class,2020,,37/100,1,0,0,0,0,0,episode,5.9,"['Animation', 'Adventure', 'Comedy', 'Family', 'Horror', 'Musical']"
3441,Wives on Strike,2016,,37/100,1,0,0,0,0,0,movie,,['Comedy']
3442,The Millions,2019,,37/100,1,0,0,0,0,0,movie,5.5,"['Comedy', 'Thriller']"
3443,Don't Go Breaking My Heart 2,2014,,37/100,1,0,0,0,0,0,movie,5.5,['Romance']
3444,Uqdat el-Khawagah,2018,,37/100,1,0,0,0,0,0,movie,4.6,"['Comedy', 'Drama']"
3445,Kolaiyuthir Kaalam,2019,,37/100,1,0,0,0,0,0,movie,2.7,"['Drama', 'Thriller']"
3446,Super Monsters: Vida's First Halloween,2019,,37/100,1,0,0,0,0,0,episode,5.9,"['Animation', 'Adventure', 'Comedy', 'Family', 'Horror', 'Musical']"
3447,Bangkok Hell: Nor Chor - The Prisoners,2002,,37/100,1,0,0,0,0,0,,,['nan']
3448,Saadey CM Saab,2016,7+,37/100,1,0,0,0,0,0,movie,5.4,"['Comedy', 'Family']"
3449,The Women Who Kill Lions,2016,13+,37/100,1,0,0,0,0,0,tv movie,3.7,['Documentary']
3450,Fadily Camara: La plus drôle de tes copines,2019,,37/100,1,0,0,0,0,0,movie,5.7,['Comedy']
3451,Grandmother's Farm,2013,,37/100,1,0,0,0,0,0,movie,2.8,"['Comedy', 'Horror', 'Mystery']"
3452,Edoardo Ferrario: Temi Caldi,2019,,37/100,1,0,0,0,0,0,movie,6.7,['Comedy']
3453,La Leyenda del Diamante,2018,,37/100,1,0,0,0,0,0,movie,3.4,"['Adventure', 'Fantasy', 'Horror', 'Western']"
3454,Fronteras,2020,18+,37/100,1,0,0,0,0,0,movie,,"['Short', 'Drama']"
3455,Nasha,2013,13+,37/100,1,0,0,0,0,0,movie,3.2,"['Drama', 'Thriller']"
3456,Oru Visheshapetta Biriyani Kissa,2017,,37/100,1,0,0,0,0,0,movie,5.1,['Drama']
3457,To and From New York,2006,,36/100,1,0,0,0,0,0,video movie,5.6,"['Drama', 'Romance']"
3458,Osuofia in London 2,2004,,36/100,1,0,0,0,0,0,video movie,7.1,['Comedy']
3459,Iyore,2015,,36/100,1,0,0,0,0,0,movie,6.9,['Drama']
3460,Mi amigo Alexis,2019,,36/100,1,0,0,0,0,0,movie,4.9,"['Adventure', 'Comedy', 'Drama', 'Family', 'Sport']"
3461,Penalty Kick,2018,13+,36/100,1,0,0,0,0,0,episode,,['Crime']
3462,We Are One,2020,18+,36/100,1,0,0,0,0,0,movie,4.5,['Documentary']
3463,Oloibiri,2015,,36/100,1,0,0,0,0,0,movie,5.1,"['Action', 'Drama', 'Thriller']"
3464,Bombshell - The Sinking Of The Rainbow Warrior,2016,,36/100,1,0,0,0,0,0,tv movie,5.9,['Drama']
3465,Beyond the Boundary: ICC Women's T20 World Cup Australia 2020,2020,,36/100,1,0,0,0,0,0,tv movie,,"['Documentary', 'Sport']"
3466,Loving is Losing,2019,,36/100,1,0,0,0,0,0,movie,5.1,['Comedy']
3467,RebellComedy: Straight Outta the Zoo,2021,18+,36/100,1,0,0,0,0,0,movie,4.8,['Comedy']
3468,Luccas Neto in: Summer Camp,2019,,36/100,1,0,0,0,0,0,,,['nan']
3469,Kavin Jay : Everybody Calm Down!,2018,,36/100,1,0,0,0,0,0,movie,5.9,"['Documentary', 'Comedy']"
3470,Ali and Alia,2019,13+,36/100,1,0,0,0,0,0,episode,,['Talk-Show']
3471,Bridezilla,2019,,36/100,1,0,0,0,0,0,movie,6.1,"['Comedy', 'Drama']"
3472,Macho,2016,,36/100,1,0,0,0,0,0,movie,4.3,"['Comedy', 'Romance']"
3473,Slow Country,2017,18+,36/100,1,0,0,0,0,0,movie,4.9,"['Action', 'Drama']"
3474,Lara and the Beat,2018,,36/100,1,0,0,0,0,0,movie,6.6,"['Drama', 'Music', 'Romance']"
3475,Bogda,2018,,36/100,1,0,0,0,0,0,movie,7.1,['Drama']
3476,True: Winter Wishes,2019,all,36/100,1,0,0,0,0,0,episode,6.6,"['Animation', 'Short', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Musical']"
3477,Jugaad,2009,,36/100,1,0,0,0,0,0,movie,5.3,"['Comedy', 'Drama']"
3478,Prince of Peoria A Christmas Moose Miracle,2018,all,36/100,1,0,0,0,0,0,episode,6.3,"['Comedy', 'Family']"
3479,Aerials,2016,,36/100,1,0,0,0,0,0,movie,1.5,"['Drama', 'Sci-Fi', 'Thriller']"
3480,Fan of Amoory,2018,,36/100,1,0,0,0,0,0,movie,5.6,['Drama']
3481,Your Excellency,2019,,36/100,1,0,0,0,0,0,movie,6.5,['nan']
3482,Love Is War,2019,,36/100,1,0,0,0,0,0,movie,7.4,['Drama']
3483,Solo el amor,2018,,36/100,1,0,0,0,0,0,movie,4.6,"['Drama', 'Music', 'Romance']"
3484,Chhota Bheem Aur Hanuman,2013,,36/100,1,0,0,0,0,0,movie,6.7,['Animation']
3485,Marco Luque - We are together,2017,,36/100,1,0,0,0,0,0,,,['nan']
3486,The Birth Reborn 2,2018,7+,36/100,1,0,0,0,0,0,movie,,['Documentary']
3487,Chico Bon Bon and the Very Berry Holiday,2020,,36/100,1,0,0,0,0,0,tv movie,5.8,"['Animation', 'Family']"
3488,R. K. Nagar,2019,,36/100,1,0,0,0,0,0,movie,5.5,['Drama']
3489,Sur Sapata,2019,,36/100,1,0,0,0,0,0,movie,7.3,"['Comedy', 'Drama', 'Sport']"
